1|239
575|134
445|54
587|52
59|240
317|238
51|144
478|48
159|187
648|31
422|104
47|236
770|130
302|147
166|131
390|73
992|235
582|64
120|48
548|176
928|46
528|101
985|125
32|57
364|4
596|37
78|95
627|144
156|61
973|29
807|232
735|105
79|57
920|174
304|199
763|233
250|102
784|222
143|200
232|198
852|160
969|207
898|168
891|227
803|197
129|122
266|25
208|82
330|232
838|55
797|79
264|183
595|26
133|237
125|173
319|70
465|175
937|126
467|84
344|104
61|113
413|78
102|40
423|155
74|61
583|157
941|118
873|160
533|14
327|113
273|250
27|153
873|159
618|5
853|138
43|121
563|201
745|163
730|39
174|168
666|249
130|192
393|83
919|110
657|79
19|246
696|66
534|122
656|171
880|214
99|96
963|166
577|190
294|45
674|56
381|98
298|207
136|30
921|68
169|99
72|241
155|115
527|34
908|2
130|82
864|231
418|155
47|115
162|175
213|192
892|110
481|198
973|91
577|205
670|105
646|37
992|191
600|43
474|67
125|42
929|166
428|88
724|135
911|129
756|153
262|181
757|221
890|6
346|239
29|28
596|8
915|105
884|152
165|166
333|216
382|169
161|145
361|66
140|100
140|118
829|4
514|133
292|123
36|208
24|223
666|6
639|70
944|48
323|8
985|112
733|2
670|178
591|173
708|244
45|212
574|49
325|101
458|175
365|111
763|136
734|13
949|50
493|68
444|146
679|34
823|217
548|231
588|143
632|174
367|108
909|197
251|178
548|132
129|214
321|4
758|1
408|128
123|180
669|48
61|240
304|46
317|150
529|102
236|152
358|190
107|43
612|154
462|96
971|187
629|130
694|219
680|194
1|223
642|50
777|182
797|68
39|12
197|107
400|161
705|51
261|19
438|229
311|206
535|205
479|221
78|68
20|48
91|186
416|81
592|35
440|203
954|84
617|67
520|64
784|39
296|57
581|41
540|90
651|142
129|170
139|139
821|142
741|2
606|56
18|113
374|91
336|237
405|213
781|73
485|42
239|162
39|65
683|21
777|11
276|166
775|46
728|144
793|192
609|241
640|139
885|200
310|105
154|78
171|115
346|156
977|146
564|30
323|14
913|13
466|163
258|215
247|168
41|33
251|59
475|183
231|34
26|228
70|231
844|112
907|208
28|4
784|2
879|32
272|242
574|73
879|194
111|167
708|75
918|90
925|240
752|221
281|123
9|64
246|1
224|21
106|173
711|208
397|146
842|165
560|157
765|40
304|218
867|20
846|76
603|3
657|193
962|122
816|53
728|149
281|42
240|59
950|3
90|16
689|55
9|110
226|58
810|224
911|146
732|161
994|149
52|211
754|200
899|93
833|129
362|160
116|21
82|234
318|219
272|115
685|121
967|146
851|164
300|86
66|201
145|44
890|220
72|172
593|107
527|145
192|140
77|123
41|74
669|179
534|104
886|140
782|105
974|197
262|50
641|117
546|195
401|86
46|193
866|124
649|117
104|195
809|217
97|248
978|118
357|169
655|153
162|160
582|96
758|240
248|250
390|212
564|197
866|79
81|8
223|206
879|246
857|46
617|232
520|229
836|201
186|160
55|35
161|120
457|60
547|142
228|170
567|245
170|82
950|16
616|160
27|227
259|184
873|97
170|3
233|82
392|245
47|224
713|236
829|170
103|56
150|12
78|246
448|175
910|231
94|68
665|127
276|143
798|231
684|32
817|1
282|176
581|22
283|55
26|42
865|248
676|3
793|85
488|129
656|215
230|188
471|184
891|14
556|55
574|42
985|158
543|207
608|4
828|183
69|237
702|14
683|55
335|201
393|62
673|10
713|143
213|65
205|102
114|73
505|134
717|47
501|122
962|75
425|170
743|61
528|157
365|40
839|183
691|63
748|105
817|143
269|169
757|5
845|19
628|202
499|11
75|13
169|156
782|193
120|21
122|167
548|77
371|85
137|201
176|132
141|139
598|86
905|101
442|4
543|169
951|180
242|215
709|163
412|127
535|108
168|13
388|104
82|199
92|242
130|188
669|239
340|245
81|105
281|207
764|63
657|221
97|246
375|77
784|241
58|125
47|178
141|175
371|113
243|72
216|100
753|179
416|232
856|88
829|15
78|160
655|200
562|214
548|139
920|80
884|175
923|172
895|87
73|96
757|114
161|206
368|212
987|68
251|120
71|208
771|22
680|115
27|89
788|53
674|70
594|195
677|72
952|136
700|180
575|231
642|207
621|197
602|212
874|136
363|160
474|117
271|58
485|111
207|217
182|230
419|89
103|231
976|136
891|173
173|137
426|22
955|242
792|205
326|188
487|123
639|237
721|122
1|94
521|195
71|115
462|166
181|211
472|179
995|213
993|210
585|123
7|181
693|195
496|175
321|44
618|39
707|184
914|44
622|84
441|127
165|85
538|214
400|217
696|214
193|45
43|80
83|39
759|152
525|72
282|183
224|120
629|101
566|53
476|95
565|72
191|46
880|203
555|240
462|80
935|240
234|178
406|79
670|69
195|241
812|95
866|169
121|18
309|217
469|74
644|18
469|243
109|134
453|51
293|146
716|155
700|16
690|78
388|33
416|165
695|195
580|118
949|243
919|166
638|249
106|92
635|178
178|137
637|224
438|121
373|206
128|2
222|158
381|163
238|140
895|205
291|54
988|64
768|245
159|66
919|82
738|134
813|232
477|68
408|33
347|113
37|73
503|122
710|144
9|61
548|210
459|45
930|171
181|54
96|248
782|232
546|175
789|74
799|29
514|196
188|225
193|206
511|207
349|26
679|122
370|240
445|76
504|83
515|132
48|59
211|234
972|214
678|124
98|185
421|20
205|110
384|109
83|100
213|156
132|18
957|70
316|248
362|185
421|225
59|127
603|137
724|180
154|137
447|15
994|5
260|51
111|111
712|220
851|120
680|39
94|105
430|118
405|122
691|172
548|2
648|112
56|135
290|17
844|22
106|30
839|197
638|237
790|101
796|193
215|69
608|246
256|245
430|135
480|118
21|228
877|217
787|120
552|184
196|227
894|24
14|69
182|10
965|115
810|124
91|40
827|101
971|152
100|164
86|151
731|206
204|120
294|177
965|181
431|236
283|219
368|160
849|110
908|123
800|62
353|171
276|203
272|173
781|159
121|144
215|74
713|209
91|102
394|75
796|101
148|174
403|149
31|205
597|94
413|126
568|221
933|72
63|116
206|201
291|237
131|60
424|99
45|141
919|124
95|115
800|65
183|26
646|149
434|167
57|175
470|64
57|49
435|142
629|173
806|212
126|187
841|235
705|186
730|7
60|203
313|133
956|98
736|196
907|144
251|4
1000|137
409|103
90|113
385|109
357|96
771|87
381|72
279|161
993|113
186|92
924|23
728|52
795|244
877|236
670|44
770|28
395|17
468|4
638|57
334|90
446|118
858|68
192|197
531|139
916|15
236|214
728|149
467|79
39|225
252|41
108|244
817|13
701|220
67|229
132|143
646|150
319|69
514|72
353|26
523|91
921|129
369|81
404|40
438|215
780|186
405|25
220|137
23|189
477|110
246|166
19|114
894|153
695|19
845|136
2|177
961|212
594|96
164|171
884|46
256|45
859|1
913|249
42|101
231|170
307|173
645|12
955|84
910|3
877|131
831|223
75|107
180|77
745|117
911|102
77|60
95|223
954|231
743|229
981|169
52|60
555|229
544|1
126|79
798|173
113|58
30|49
544|165
365|126
398|67
579|181
989|186
854|141
714|195
261|150
385|208
112|219
743|113
595|58
529|126
193|66
514|157
662|186
988|173
9|205
245|57
386|181
853|131
821|183
174|191
448|135
556|8
673|25
640|223
607|136
543|104
814|153
156|1
11|77
158|125
269|206
851|51
91|102
261|184
166|68
386|78
273|184
960|244
338|54
308|152
807|117
67|223
553|86
732|146
41|50
64|92
349|100
409|124
637|109
331|111
764|167
661|247
44|149
402|243
855|19
252|97
181|56
485|54
206|236
32|46
486|149
566|237
749|226
706|49
198|194
825|54
676|94
274|191
744|180
44|118
154|239
493|118
618|132
733|221
233|25
36|106
307|127
671|159
165|209
508|89
58|191
130|114
771|36
900|58
857|136
992|29
478|102
377|113
248|86
233|152
526|46
628|33
216|39
396|3
640|249
984|239
646|158
56|129
405|112
636|226
570|22
637|68
175|242
375|134
530|118
49|28
588|60
141|189
184|40
484|211
164|71
656|210
867|18
424|83
852|235
237|97
695|99
409|226
87|83
554|41
719|47
992|49
573|201
873|238
435|1
911|235
280|145
764|167
541|228
205|42
566|63
787|79
640|245
357|89
601|209
840|42
434|50
241|111
112|226
408|139
814|200
351|120
587|60
445|176
978|162
161|162
996|190
85|39
869|37
857|151
278|111
324|211
203|168
789|232
266|247
409|121
848|197
704|79
506|201
609|42
489|124
769|9
397|82
853|206
920|133
121|129
128|159
937|11
383|241
228|162
624|99
698|4
556|22
993|42
161|123
517|20
555|47
683|19
404|37
865|45
142|235
794|209
333|224
85|44
319|29
653|218
590|56
493|63
352|166
732|139
85|116
217|246
772|236
208|70
297|122
774|170
433|92
184|244
799|21
754|242
441|169
636|155
791|185
314|188
163|149
376|243
714|143
39|124
546|55
124|55
489|137
585|163
859|170
826|67
453|71
226|108
590|26
895|17
457|105
672|74
800|100
472|134
30|220
174|170
776|125
31|95
996|110
687|25
93|177
199|145
669|185
202|240
25|180
34|52
177|188
805|194
375|37
411|2
865|61
295|176
993|42
784|112
804|43
161|7
712|53
190|95
200|246
777|230
744|71
318|142
15|164
341|246
583|236
468|42
862|156
41|155
118|187
346|187
355|62
924|193
874|36
375|23
784|173
200|36
313|185
503|193
296|164
767|47
389|195
46|105
411|214
857|90
806|164
126|103
841|161
292|240
274|108
525|110
787|125
990|175
379|10
901|107
803|129
719|136
238|210
950|241
558|84
155|221
228|211
730|126
558|107
194|142
179|236
993|223
592|16
525|15
182|158
813|170
722|200
951|8
916|20
781|154
971|213
624|159
491|85
553|98
869|218
147|153
561|2
935|102
692|177
28|174
172|63
211|47
305|154
697|206
269|141
705|138
229|232
135|101
444|63
209|142
467|83
24|123
51|136
863|117
33|9
847|170
444|1
874|198
280|214
558|137
480|54
295|99
105|242
770|55
153|235
837|196
142|213
894|77
345|143
796|137
988|70
305|240
654|42
696|186
731|126
253|28
95|227
33|124
826|230
802|92
655|197
216|64
39|173
950|158
723|70
885|106
107|46
369|80
734|115
378|211
996|145
622|73
304|216
796|24
701|34
275|8
118|195
171|13
881|85
664|31
514|78
319|185
863|53
922|220
292|60
997|240
817|31
95|150
111|244
38|55
156|224
931|209
775|110
518|6
367|170
759|48
328|205
885|146
772|167
342|38
681|144
315|231
275|224
340|229
132|217
923|189
501|127
836|207
947|74
148|139
73|241
446|205
897|52
131|210
358|217
292|153
990|9
278|35
826|95
253|3
801|185
946|55
763|216
596|41
106|75
104|124
238|95
427|121
139|58
637|182
351|65
243|173
491|183
650|243
186|233
1|236
864|203
223|244
308|81
145|20
767|99
485|156
115|139
721|205
655|120
62|173
159|188
222|146
226|157
356|73
730|52
973|69
76|41
231|37
220|72
7|5
957|175
631|59
513|64
568|121
740|145
725|121
402|51
247|240
796|101
545|218
266|153
477|208
364|242
862|238
917|209
603|108
694|15
770|2
271|226
196|31
162|166
468|50
852|172
167|52
13|200
938|86
497|50
379|58
78|237
482|10
237|182
449|199
864|237
358|134
316|69
601|60
596|194
22|165
115|196
266|135
618|149
701|126
385|9
86|122
344|167
874|114
842|17
264|243
417|2
37|75
555|54
600|87
897|58
745|2
417|12
512|237
469|39
384|177
552|84
951|233
405|170
365|86
363|157
648|173
345|178
941|190
634|179
100|223
102|34
181|199
955|84
788|94
722|168
313|54
514|242
964|92
237|100
571|80
707|222
291|109
116|83
826|198
688|81
172|69
194|143
138|197
736|239
174|56
45|35
998|216
430|226
956|196
235|158
501|247
907|143
227|22
34|21
123|93
789|202
617|47
159|50
51|1
456|233
6|40
190|178
994|133
552|149
51|3
125|219
696|169
753|138
343|90
962|89
708|219
789|20
922|125
965|46
452|168
192|226
136|71
539|85
383|168
440|234
223|28
236|168
238|191
948|169
8|58
779|2
772|6
116|121
197|209
94|212
618|4
123|13
512|88
963|224
235|169
909|197
690|52
565|10
79|141
65|138
801|78
510|11
502|224
574|130
875|135
704|189
368|63
783|233
145|221
743|45
991|249
167|92
795|169
232|102
873|211
195|61
417|120
446|107
819|107
985|239
780|10
433|169
663|230
985|130
788|146
343|107
248|203
368|229
966|156
45|104
353|88
421|107
758|199
917|115
24|204
784|158
827|93
989|116
145|59
395|97
697|245
480|95
844|163
406|92
171|91
813|224
593|143
174|61
387|184
304|111
517|195
514|171
549|243
912|154
105|233
44|19
333|107
726|195
619|204
18|96
732|227
920|198
278|249
526|180
355|192
277|123
642|249
887|174
969|32
834|19
903|111
701|136
639|54
333|193
482|94
764|125
921|196
795|175
326|48
72|65
61|136
249|160
528|187
754|31
39|192
545|130
33|48
469|117
328|98
532|189
729|44
39|10
293|24
642|85
296|249
192|227
559|59
160|138
195|119
454|52
518|208
726|246
126|150
858|17
889|215
422|232
951|149
315|131
5|155
885|207
163|16
340|151
683|81
331|37
797|240
49|1
447|127
397|199
383|62
8|114
406|208
648|175
425|224
21|186
823|103
411|125
273|153
432|185
355|225
361|189
462|169
279|128
819|109
398|155
839|247
649|23
238|74
289|44
870|127
214|196
847|29
305|161
534|174
616|143
761|203
766|37
307|136
798|125
849|73
841|54
825|151
232|10
204|139
631|40
634|46
941|141
822|112
916|89
999|204
500|64
3|88
468|116
35|77
45|58
778|116
371|142
307|73
594|188
426|148
979|137
675|65
773|249
420|90
94|194
703|170
419|56
378|184
59|40
963|247
262|100
733|112
717|95
143|214
430|108
774|200
562|236
968|164
862|164
263|85
492|105
276|106
193|94
271|58
100|26
332|121
826|112
565|181
486|115
719|200
978|205
339|83
227|2
248|207
797|93
151|206
846|76
77|87
558|242
729|87
17|108
870|54
264|113
895|162
534|206
444|234
142|72
719|179
522|33
59|108
576|115
403|25
379|167
549|193
793|168
945|181
877|224
37|230
487|239
725|10
841|24
555|204
713|215
41|45
466|146
536|158
625|137
496|198
592|240
767|72
309|73
19|181
337|20
611|155
953|188
889|97
747|235
916|168
473|64
234|210
799|71
470|52
449|199
471|157
127|144
511|179
620|54
496|37
988|8
884|24
343|130
432|127
533|138
546|220
263|126
88|106
353|38
635|242
667|206
330|182
146|74
670|8
464|3
828|160
476|72
115|43
698|17
338|34
564|153
395|98
12|162
38|192
720|42
349|178
718|53
256|114
375|29
496|2
362|187
941|154
890|147
690|116
951|178
675|164
352|218
461|149
460|19
665|161
943|73
630|115
636|80
812|223
788|146
119|227
598|178
343|69
27|131
454|171
880|41
308|197
743|16
999|158
337|236
269|185
681|68
233|9
570|183
845|27
407|181
890|80
888|191
209|123
31|127
700|26
906|151
998|108
589|226
669|96
622|203
566|11
172|241
744|230
729|41
906|112
248|230
691|130
28|80
816|233
617|78
966|147
344|197
545|74
653|91
606|190
552|58
24|142
37|231
509|134
298|137
642|145
156|29
190|103
555|34
696|99
499|106
43|245
257|114
927|187
878|169
473|234
10|205
649|244
32|189
589|109
383|131
667|142
121|113
797|125
259|39
629|225
674|136
771|19
237|219
268|234
910|157
924|190
721|124
765|10
94|227
14|173
336|222
912|190
113|177
230|48
900|200
310|57
973|104
996|18
614|35
333|44
1000|129
845|170
132|28
656|163
376|29
893|5
76|203
107|248
207|116
75|140
326|69
445|232
782|137
210|166
603|36
717|89
39|22
270|16
236|142
107|169
767|77
312|250
194|69
672|148
814|145
571|142
655|239
364|243
86|49
29|153
768|187
562|170
75|14
400|67
581|83
548|129
549|153
840|223
228|100
319|123
933|188
497|230
73|12
647|77
519|196
544|221
9|38
497|174
17|165
315|44
96|40
566|103
436|77
569|12
546|175
807|101
645|79
193|234
596|241
673|171
73|69
338|128
971|141
137|27
461|40
212|80
960|88
93|64
782|236
229|103
186|203
532|140
110|133
110|120
960|247
636|229
347|100
143|193
996|217
121|240
838|37
551|166
835|80
454|219
285|35
661|91
359|202
440|71
30|25
227|165
587|93
211|138
117|81
953|129
79|230
530|218
787|240
603|201
562|214
683|181
409|215
502|23
705|38
448|3
411|123
695|192
268|121
581|142
323|13
414|207
824|241
16|228
393|221
791|241
52|187
506|218
890|180
315|241
792|91
899|128
588|38
226|130
594|172
824|21
294|48
262|46
323|26
572|157
350|214
421|196
258|216
189|109
837|100
610|49
115|241
523|3
310|106
301|195
493|93
951|165
896|6
263|137
300|116
104|90
986|127
802|77
149|234
470|181
662|48
596|195
503|28
352|69
368|205
211|51
685|37
324|37
429|159
682|200
207|7
119|204
856|85
972|250
213|99
803|165
69|88
341|145
720|134
942|188
432|168
52|145
60|207
785|42
400|200
972|185
191|59
120|2
763|110
32|225
378|186
385|51
538|42
263|207
534|172
891|163
317|66
389|118
967|217
780|166
378|225
58|71
213|98
199|234
593|5
627|63
7|105
354|41
952|85
567|21
638|3
117|110
167|133
278|216
855|236
584|128
974|153
118|148
649|163
557|96
422|74
46|204
443|97
726|130
796|119
150|104
56|188
360|117
616|201
295|42
208|118
937|122
805|53
583|184
603|232
531|193
606|72
27|219
984|66
75|38
602|199
139|72
792|189
48|165
743|121
805|165
548|60
500|230
250|203
301|158
620|7
440|113
337|115
742|7
282|150
899|54
865|192
898|231
446|239
664|211
336|83
454|149
591|100
653|71
225|199
879|234
699|15
508|192
440|248
372|244
683|89
723|41
793|110
232|63
645|193
730|111
726|102
878|76
586|131
525|88
497|167
169|120
489|240
346|62
726|82
32|20
835|148
392|159
832|127
690|49
286|82
297|122
659|245
412|213
964|203
909|95
527|96
307|97
268|61
657|187
546|224
600|124
889|92
819|26
453|202
517|207
177|42
625|236
865|236
526|146
316|35
539|142
724|110
706|215
118|217
620|51
704|72
648|133
503|16
89|223
829|158
105|71
319|46
755|249
871|250
41|132
11|60
513|167
457|122
962|176
96|100
163|112
93|212
258|136
517|187
900|55
121|153
139|177
134|101
663|161
562|248
484|36
465|12
243|138
19|166
127|37
42|192
969|222
617|40
727|73
78|191
979|56
403|37
322|31
512|200
38|77
135|8
149|143
249|125
898|138
659|224
354|69
207|69
16|93
126|43
122|219
810|101
450|238
489|212
274|182
212|175
814|103
647|208
99|52
761|203
993|221
394|131
931|202
245|25
982|185
505|128
633|108
126|229
394|40
189|71
412|53
792|89
96|250
753|124
864|79
223|2
51|235
375|219
195|221
962|36
650|104
294|106
100|202
276|195
451|154
590|88
394|163
838|121
818|110
102|239
9|89
64|204
874|32
152|212
63|181
164|111
156|226
268|80
520|70
664|78
437|146
321|107
805|85
639|244
755|245
810|150
233|151
222|198
39|68
181|35
939|74
74|45
522|181
434|102
596|41
13|199
322|245
270|90
552|176
331|235
500|223
944|2
552|77
715|28
661|82
561|192
912|99
861|167
964|53
941|42
823|8
578|6
292|187
175|175
897|4
117|105
610|32
303|117
568|204
392|133
939|169
487|153
119|152
373|12
544|29
895|153
915|21
863|243
638|118
498|135
674|1
484|131
280|138
286|81
641|129
473|157
140|117
61|184
626|61
235|183
296|86
733|69
342|185
591|217
976|168
443|10
895|191
413|1
2|9
454|218
94|193
686|32
149|204
884|46
493|54
93|105
652|166
603|227
508|102
458|134
58|135
467|67
786|27
141|190
184|19
901|20
337|194
513|22
564|6
360|107
75|200
940|248
706|228
271|29
23|97
677|20
5|4
940|151
235|163
425|3
919|146
622|128
245|90
251|176
814|31
899|127
142|228
197|155
759|211
165|212
188|138
637|235
240|249
170|133
405|31
381|68
402|194
805|117
80|180
62|205
952|228
893|86
592|42
404|189
690|47
384|213
451|191
319|67
241|45
456|29
764|162
533|208
824|129
337|19
34|101
645|192
412|181
582|168
774|143
39|209
408|109
733|161
810|25
129|75
84|17
4|78
801|52
352|36
721|225
883|130
855|53
246|128
509|74
473|169
911|250
101|224
566|3
913|150
277|203
128|45
240|27
923|83
330|244
869|129
77|37
410|180
861|85
821|115
576|174
730|248
197|247
561|142
25|221
996|33
639|237
123|115
6|170
699|170
508|133
779|234
504|245
497|229
912|115
138|79
846|100
686|48
927|54
778|231
938|103
508|173
286|202
39|214
682|191
979|4
61|29
786|152
641|114
231|245
607|90
798|169
15|206
150|81
54|147
463|33
547|213
623|56
381|159
360|72
699|122
783|55
791|107
362|184
112|57
146|109
443|143
914|241
157|182
593|20
639|169
635|25
49|1
282|242
262|178
549|7
17|222
77|64
351|203
15|201
956|190
922|62
762|240
378|54
280|245
583|88
29|77
871|65
743|53
120|160
772|97
311|131
38|68
592|164
319|64
927|100
979|249
715|160
218|56
729|155
294|65
178|89
517|140
931|52
737|146
125|236
925|195
668|129
440|100
235|137
962|219
783|167
90|195
315|199
26|120
397|36
608|149
129|37
832|130
450|215
148|194
639|93
765|215
354|38
476|212
870|85
403|200
309|201
345|241
333|89
416|193
733|61
855|8
44|143
273|57
661|198
380|42
229|19
540|72
112|135
538|18
112|9
668|130
701|179
947|22
601|124
219|242
392|215
938|118
16|72
570|200
583|207
791|228
690|76
196|18
230|50
176|62
582|41
858|180
393|177
723|176
209|242
46|9
891|230
262|201
427|219
565|53
614|152
883|36
724|98
565|116
533|249
178|235
699|96
594|5
772|130
15|124
787|126
145|193
578|70
256|231
301|81
641|146
477|163
35|91
932|108
7|223
272|235
749|142
838|118
450|197
659|53
314|93
593|155
808|1
717|66
620|74
701|86
892|183
771|92
660|165
741|150
74|241
782|109
257|142
267|35
310|119
187|242
42|88
718|91
567|85
770|198
122|5
675|246
725|124
787|130
67|217
86|186
824|15
594|192
8|83
579|82
305|126
92|164
100|77
598|151
364|210
592|179
844|175
676|79
318|9
264|160
133|164
701|52
592|39
376|43
359|187
309|128
827|101
60|197
463|99
343|213
917|75
813|206
530|118
442|19
438|148
380|185
769|173
967|26
808|190
516|14
723|148
303|59
244|23
801|112
751|39
493|202
91|114
499|98
278|48
329|186
906|96
300|22
227|39
536|119
88|76
903|11
330|103
857|216
150|132
147|158
700|12
9|107
351|11
397|11
620|30
928|5
229|74
477|80
697|245
663|223
416|107
84|242
985|196
475|140
151|185
907|120
19|52
190|14
99|249
846|246
607|81
497|203
723|118
315|85
206|66
174|87
983|131
788|59
834|69
213|6
641|185
963|152
726|15
281|115
8|28
122|3
515|81
40|59
379|26
193|77
581|14
366|220
612|142
363|157
341|170
845|10
581|50
900|136
453|240
582|70
902|91
692|65
438|230
954|6
276|218
530|89
131|27
754|59
938|167
303|54
467|51
453|183
779|241
913|101
173|137
405|59
435|97
249|234
637|171
14|167
817|189
587|116
205|24
908|130
675|148
90|87
949|64
326|16
811|240
945|88
514|113
692|250
928|234
238|207
436|123
175|82
520|43
927|33
786|47
453|100
152|151
421|15
667|203
390|204
704|50
244|132
799|163
529|78
56|15
760|68
120|213
393|181
239|221
532|21
746|32
732|41
374|40
748|44
525|130
596|38
431|28
374|126
146|70
6|129
800|14
431|62
374|239
178|64
331|186
51|97
921|24
588|27
254|111
245|237
189|211
332|99
310|246
488|211
864|92
431|155
386|96
996|53
902|70
420|218
526|199
141|52
340|207
77|173
222|99
615|163
587|243
391|191
825|58
123|69
881|32
253|84
966|184
800|246
305|219
850|221
514|212
802|200
417|113
325|46
805|219
237|47
719|199
88|2
26|75
471|70
